STATION_NAME	YEAR	Month	DAY	DATE	TMAX	C	temF
PORTLAND NWSFO OR US	2000	11	29	20001129	67	6.7	44.06
PORTLAND NWSFO OR US	2000	11	28	20001128	89	8.9	48.02
PORTLAND NWSFO OR US	2000	11	27	20001127	111	11.1	51.98
PORTLAND NWSFO OR US	2000	11	26	20001126	94	9.4	48.92
PORTLAND NWSFO OR US	2000	11	25	20001125	83	8.3	46.94
PORTLAND NWSFO OR US	2000	11	24	20001124	89	8.9	48.02
PORTLAND NWSFO OR US	2000	11	23	20001123	33	3.3	37.94
PORTLAND NWSFO OR US	2000	11	22	20001122	94	9.4	48.92
PORTLAND NWSFO OR US	2000	11	21	20001121	100	10	50
PORTLAND NWSFO OR US	2000	11	20	20001120	89	8.9	48.02
PORTLAND NWSFO OR US	2000	11	19	20001119	67	6.7	44.06
PORTLAND NWSFO OR US	2000	11	18	20001118	83	8.3	46.94
PORTLAND NWSFO OR US	2000	11	17	20001117	94	9.4	48.92
PORTLAND NWSFO OR US	2000	11	16	20001116	83	8.3	46.94
PORTLAND NWSFO OR US	2000	11	15	20001115	106	10.6	51.08
PORTLAND NWSFO OR US	2000	11	14	20001114	106	10.6	51.08
PORTLAND NWSFO OR US	2000	11	13	20001113	67	6.7	44.06
PORTLAND NWSFO OR US	2000	11	12	20001112	72	7.2	44.96
PORTLAND NWSFO OR US	2000	11	11	20001111	78	7.8	46.04
PORTLAND NWSFO OR US	2000	11	10	20001110	89	8.9	48.02
PORTLAND NWSFO OR US	2000	11	09	20001109	78	7.8	46.04
PORTLAND NWSFO OR US	2000	11	08	20001108	122	12.2	53.96
PORTLAND NWSFO OR US	2000	11	07	20001107	117	11.7	53.06
PORTLAND NWSFO OR US	2000	11	06	20001106	117	11.7	53.06
PORTLAND NWSFO OR US	2000	11	05	20001105	117	11.7	53.06
PORTLAND NWSFO OR US	2000	11	04	20001104	144	14.4	57.92
PORTLAND NWSFO OR US	2000	11	03	20001103	172	17.2	62.96
PORTLAND NWSFO OR US	2000	11	02	20001102	133	13.3	55.94
PORTLAND NWSFO OR US	2000	11	01	20001101	106	10.6	51.08
PORTLAND NWSFO OR US	2000	10	31	20001031	122	12.2	53.96
PORTLAND NWSFO OR US	2000	10	30	20001030	161	16.1	60.98
PORTLAND NWSFO OR US	2000	10	29	20001029	150	15	59
PORTLAND NWSFO OR US	2000	10	28	20001028	139	13.9	57.02
PORTLAND NWSFO OR US	2000	10	27	20001027	150	15	59
PORTLAND NWSFO OR US	2000	10	26	20001026	122	12.2	53.96
PORTLAND NWSFO OR US	2000	10	25	20001025	189	18.9	66.02
PORTLAND NWSFO OR US	2000	10	24	20001024	189	18.9	66.02
PORTLAND NWSFO OR US	2000	10	23	20001023	183	18.3	64.94
PORTLAND NWSFO OR US	2000	10	22	20001022	156	15.6	60.08
PORTLAND NWSFO OR US	2000	10	21	20001021	167	16.7	62.06
PORTLAND NWSFO OR US	2000	10	20	20001020	144	14.4	57.92
PORTLAND NWSFO OR US	2000	10	19	20001019	189	18.9	66.02
PORTLAND NWSFO OR US	2000	10	18	20001018	189	18.9	66.02
PORTLAND NWSFO OR US	2000	10	17	20001017	217	21.7	71.06
PORTLAND NWSFO OR US	2000	10	16	20001016	200	20	68
PORTLAND NWSFO OR US	2000	10	15	20001015	156	15.6	60.08
PORTLAND NWSFO OR US	2000	10	14	20001014	161	16.1	60.98
PORTLAND NWSFO OR US	2000	10	13	20001013	156	15.6	60.08
PORTLAND NWSFO OR US	2000	10	12	20001012	144	14.4	57.92
PORTLAND NWSFO OR US	2000	10	11	20001011	150	15	59
PORTLAND NWSFO OR US	2000	10	10	20001010	128	12.8	55.04
PORTLAND NWSFO OR US	2000	10	09	20001009	150	15	59
PORTLAND NWSFO OR US	2000	10	08	20001008	217	21.7	71.06
PORTLAND NWSFO OR US	2000	10	07	20001007	239	23.9	75.02
PORTLAND NWSFO OR US	2000	10	05	20001005	217	21.7	71.06
PORTLAND NWSFO OR US	2000	10	04	20001004	206	20.6	69.08
PORTLAND NWSFO OR US	2000	10	03	20001003	183	18.3	64.94
PORTLAND NWSFO OR US	2000	10	02	20001002	189	18.9	66.02
PORTLAND NWSFO OR US	2000	10	01	20001001	178	17.8	64.04
PORTLAND NWSFO OR US	2000	09	30	20000930	194	19.4	66.92
PORTLAND NWSFO OR US	2000	09	29	20000929	222	22.2	71.96
PORTLAND NWSFO OR US	2000	09	28	20000928	211	21.1	69.98
PORTLAND NWSFO OR US	2000	09	27	20000927	261	26.1	78.98
PORTLAND NWSFO OR US	2000	09	26	20000926	278	27.8	82.04
PORTLAND NWSFO OR US	2000	09	25	20000925	261	26.1	78.98
PORTLAND NWSFO OR US	2000	09	24	20000924	244	24.4	75.92
PORTLAND NWSFO OR US	2000	09	23	20000923	222	22.2	71.96
PORTLAND NWSFO OR US	2000	09	22	20000922	183	18.3	64.94
PORTLAND NWSFO OR US	2000	09	21	20000921	211	21.1	69.98
PORTLAND NWSFO OR US	2000	09	20	20000920	233	23.3	73.94
PORTLAND NWSFO OR US	2000	09	19	20000919	256	25.6	78.08
PORTLAND NWSFO OR US	2000	09	18	20000918	272	27.2	80.96
PORTLAND NWSFO OR US	2000	09	17	20000917	244	24.4	75.92
PORTLAND NWSFO OR US	2000	09	16	20000916	244	24.4	75.92
PORTLAND NWSFO OR US	2000	09	15	20000915	233	23.3	73.94
PORTLAND NWSFO OR US	2000	09	14	20000914	306	30.6	87.08
PORTLAND NWSFO OR US	2000	09	13	20000913	306	30.6	87.08
PORTLAND NWSFO OR US	2000	09	12	20000912	283	28.3	82.94
PORTLAND NWSFO OR US	2000	09	11	20000911	256	25.6	78.08
PORTLAND NWSFO OR US	2000	09	10	20000910	189	18.9	66.02
PORTLAND NWSFO OR US	2000	09	09	20000909	217	21.7	71.06
PORTLAND NWSFO OR US	2000	09	08	20000908	206	20.6	69.08
PORTLAND NWSFO OR US	2000	09	07	20000907	222	22.2	71.96
PORTLAND NWSFO OR US	2000	09	06	20000906	222	22.2	71.96
PORTLAND NWSFO OR US	2000	09	05	20000905	206	20.6	69.08
PORTLAND NWSFO OR US	2000	09	04	20000904	217	21.7	71.06
PORTLAND NWSFO OR US	2000	09	03	20000903	194	19.4	66.92
PORTLAND NWSFO OR US	2000	09	02	20000902	172	17.2	62.96
PORTLAND NWSFO OR US	2000	09	01	20000901	194	19.4	66.92
PORTLAND NWSFO OR US	2000	08	31	20000831	189	18.9	66.02
PORTLAND NWSFO OR US	2000	08	30	20000830	256	25.6	78.08
PORTLAND NWSFO OR US	2000	08	29	20000829	267	26.7	80.06
PORTLAND NWSFO OR US	2000	08	28	20000828	278	27.8	82.04
PORTLAND NWSFO OR US	2000	08	27	20000827	222	22.2	71.96
PORTLAND NWSFO OR US	2000	08	26	20000826	228	22.8	73.04
PORTLAND NWSFO OR US	2000	08	25	20000825	256	25.6	78.08
PORTLAND NWSFO OR US	2000	08	24	20000824	228	22.8	73.04
PORTLAND NWSFO OR US	2000	08	23	20000823	311	31.1	87.98
PORTLAND NWSFO OR US	2000	08	22	20000822	328	32.8	91.04
PORTLAND NWSFO OR US	2000	08	21	20000821	283	28.3	82.94
PORTLAND NWSFO OR US	2000	08	20	20000820	244	24.4	75.92
PORTLAND NWSFO OR US	2000	08	19	20000819	194	19.4	66.92
PORTLAND NWSFO OR US	2000	08	18	20000818	211	21.1	69.98
PORTLAND NWSFO OR US	2000	08	17	20000817	250	25	77
PORTLAND NWSFO OR US	2000	08	16	20000816	261	26.1	78.98
PORTLAND NWSFO OR US	2000	08	15	20000815	239	23.9	75.02
PORTLAND NWSFO OR US	2000	08	14	20000814	239	23.9	75.02
PORTLAND NWSFO OR US	2000	08	13	20000813	239	23.9	75.02
PORTLAND NWSFO OR US	2000	08	12	20000812	256	25.6	78.08
PORTLAND NWSFO OR US	2000	08	11	20000811	233	23.3	73.94
PORTLAND NWSFO OR US	2000	08	10	20000810	222	22.2	71.96
PORTLAND NWSFO OR US	2000	08	09	20000809	278	27.8	82.04
PORTLAND NWSFO OR US	2000	08	08	20000808	311	31.1	87.98
PORTLAND NWSFO OR US	2000	08	07	20000807	272	27.2	80.96
PORTLAND NWSFO OR US	2000	08	06	20000806	294	29.4	84.92
PORTLAND NWSFO OR US	2000	08	05	20000805	311	31.1	87.98
PORTLAND NWSFO OR US	2000	08	04	20000804	317	31.7	89.06
PORTLAND NWSFO OR US	2000	08	03	20000803	300	30	86
PORTLAND NWSFO OR US	2000	08	02	20000802	283	28.3	82.94
PORTLAND NWSFO OR US	2000	08	01	20000801	261	26.1	78.98
PORTLAND NWSFO OR US	2000	07	31	20000731	306	30.6	87.08
PORTLAND NWSFO OR US	2000	07	30	20000730	333	33.3	91.94
PORTLAND NWSFO OR US	2000	07	29	20000729	317	31.7	89.06
PORTLAND NWSFO OR US	2000	07	28	20000728	278	27.8	82.04
PORTLAND NWSFO OR US	2000	07	27	20000727	300	30	86
PORTLAND NWSFO OR US	2000	07	26	20000726	256	25.6	78.08
PORTLAND NWSFO OR US	2000	07	25	20000725	239	23.9	75.02
PORTLAND NWSFO OR US	2000	07	24	20000724	300	30	86
PORTLAND NWSFO OR US	2000	07	23	20000723	256	25.6	78.08
PORTLAND NWSFO OR US	2000	07	22	20000722	217	21.7	71.06
PORTLAND NWSFO OR US	2000	07	21	20000721	306	30.6	87.08
PORTLAND NWSFO OR US	2000	07	20	20000720	294	29.4	84.92
PORTLAND NWSFO OR US	2000	07	19	20000719	272	27.2	80.96
PORTLAND NWSFO OR US	2000	07	18	20000718	228	22.8	73.04
PORTLAND NWSFO OR US	2000	07	17	20000717	300	30	86
PORTLAND NWSFO OR US	2000	07	16	20000716	333	33.3	91.94
PORTLAND NWSFO OR US	2000	07	15	20000715	283	28.3	82.94
PORTLAND NWSFO OR US	2000	07	14	20000714	233	23.3	73.94
PORTLAND NWSFO OR US	2000	07	13	20000713	244	24.4	75.92
PORTLAND NWSFO OR US	2000	07	12	20000712	272	27.2	80.96
PORTLAND NWSFO OR US	2000	07	11	20000711	233	23.3	73.94
PORTLAND NWSFO OR US	2000	07	10	20000710	239	23.9	75.02
PORTLAND NWSFO OR US	2000	07	09	20000709	222	22.2	71.96
PORTLAND NWSFO OR US	2000	07	08	20000708	206	20.6	69.08
PORTLAND NWSFO OR US	2000	07	07	20000707	283	28.3	82.94
PORTLAND NWSFO OR US	2000	07	06	20000706	250	25	77
PORTLAND NWSFO OR US	2000	07	05	20000705	250	25	77
PORTLAND NWSFO OR US	2000	07	04	20000704	183	18.3	64.94
PORTLAND NWSFO OR US	2000	07	03	20000703	178	17.8	64.04
PORTLAND NWSFO OR US	2000	07	02	20000702	183	18.3	64.94
PORTLAND NWSFO OR US	2000	07	01	20000701	206	20.6	69.08
PORTLAND NWSFO OR US	2000	06	30	20000630	239	23.9	75.02
PORTLAND NWSFO OR US	2000	06	29	20000629	294	29.4	84.92
PORTLAND NWSFO OR US	2000	06	28	20000628	344	34.4	93.92
PORTLAND NWSFO OR US	2000	06	27	20000627	367	36.7	98.06
PORTLAND NWSFO OR US	2000	06	26	20000626	339	33.9	93.02
PORTLAND NWSFO OR US	2000	06	25	20000625	317	31.7	89.06
PORTLAND NWSFO OR US	2000	06	24	20000624	244	24.4	75.92
PORTLAND NWSFO OR US	2000	06	23	20000623	250	25	77
PORTLAND NWSFO OR US	2000	06	22	20000622	228	22.8	73.04
PORTLAND NWSFO OR US	2000	06	21	20000621	261	26.1	78.98
PORTLAND NWSFO OR US	2000	06	20	20000620	272	27.2	80.96
PORTLAND NWSFO OR US	2000	06	19	20000619	217	21.7	71.06
PORTLAND NWSFO OR US	2000	06	18	20000618	217	21.7	71.06
PORTLAND NWSFO OR US	2000	06	17	20000617	311	31.1	87.98
PORTLAND NWSFO OR US	2000	06	16	20000616	278	27.8	82.04
PORTLAND NWSFO OR US	2000	06	15	20000615	222	22.2	71.96
PORTLAND NWSFO OR US	2000	06	14	20000614	278	27.8	82.04
PORTLAND NWSFO OR US	2000	06	13	20000613	244	24.4	75.92
PORTLAND NWSFO OR US	2000	06	12	20000612	211	21.1	69.98
PORTLAND NWSFO OR US	2000	06	11	20000611	144	14.4	57.92
PORTLAND NWSFO OR US	2000	06	10	20000610	156	15.6	60.08
PORTLAND NWSFO OR US	2000	06	09	20000609	167	16.7	62.06
PORTLAND NWSFO OR US	2000	06	08	20000608	172	17.2	62.96
PORTLAND NWSFO OR US	2000	06	07	20000607	183	18.3	64.94
PORTLAND NWSFO OR US	2000	06	06	20000606	200	20	68
PORTLAND NWSFO OR US	2000	06	05	20000605	217	21.7	71.06
PORTLAND NWSFO OR US	2000	06	04	20000604	311	31.1	87.98
PORTLAND NWSFO OR US	2000	06	03	20000603	300	30	86
PORTLAND NWSFO OR US	2000	06	02	20000602	244	24.4	75.92
PORTLAND NWSFO OR US	2000	06	01	20000601	267	26.7	80.06
PORTLAND NWSFO OR US	2000	05	31	20000531	144	14.4	57.92
PORTLAND NWSFO OR US	2000	05	30	20000530	150	15	59
PORTLAND NWSFO OR US	2000	05	29	20000529	178	17.8	64.04
PORTLAND NWSFO OR US	2000	05	28	20000528	178	17.8	64.04
PORTLAND NWSFO OR US	2000	05	27	20000527	211	21.1	69.98
PORTLAND NWSFO OR US	2000	05	26	20000526	228	22.8	73.04
PORTLAND NWSFO OR US	2000	05	25	20000525	183	18.3	64.94
PORTLAND NWSFO OR US	2000	05	24	20000524	228	22.8	73.04
PORTLAND NWSFO OR US	2000	05	23	20000523	217	21.7	71.06
PORTLAND NWSFO OR US	2000	05	22	20000522	250	25	77
PORTLAND NWSFO OR US	2000	05	21	20000521	267	26.7	80.06
PORTLAND NWSFO OR US	2000	05	20	20000520	250	25	77
PORTLAND NWSFO OR US	2000	05	19	20000519	217	21.7	71.06
PORTLAND NWSFO OR US	2000	05	18	20000518	228	22.8	73.04
PORTLAND NWSFO OR US	2000	05	17	20000517	178	17.8	64.04
PORTLAND NWSFO OR US	2000	05	16	20000516	200	20	68
PORTLAND NWSFO OR US	2000	05	15	20000515	217	21.7	71.06
PORTLAND NWSFO OR US	2000	05	14	20000514	244	24.4	75.92
PORTLAND NWSFO OR US	2000	05	13	20000513	211	21.1	69.98
PORTLAND NWSFO OR US	2000	05	12	20000512	178	17.8	64.04
PORTLAND NWSFO OR US	2000	05	11	20000511	144	14.4	57.92
PORTLAND NWSFO OR US	2000	05	10	20000510	94	9.4	48.92
PORTLAND NWSFO OR US	2000	05	09	20000509	144	14.4	57.92
PORTLAND NWSFO OR US	2000	05	08	20000508	172	17.2	62.96
PORTLAND NWSFO OR US	2000	05	07	20000507	206	20.6	69.08
PORTLAND NWSFO OR US	2000	05	06	20000506	178	17.8	64.04
PORTLAND NWSFO OR US	2000	05	05	20000505	144	14.4	57.92
PORTLAND NWSFO OR US	2000	05	04	20000504	156	15.6	60.08
PORTLAND NWSFO OR US	2000	05	03	20000503	150	15	59
PORTLAND NWSFO OR US	2000	05	02	20000502	206	20.6	69.08
PORTLAND NWSFO OR US	2000	05	01	20000501	194	19.4	66.92
PORTLAND NWSFO OR US	2000	04	30	20000430	228	22.8	73.04
PORTLAND NWSFO OR US	2000	04	29	20000429	172	17.2	62.96
PORTLAND NWSFO OR US	2000	04	28	20000428	139	13.9	57.02
PORTLAND NWSFO OR US	2000	04	27	20000427	183	18.3	64.94
PORTLAND NWSFO OR US	2000	04	26	20000426	211	21.1	69.98
PORTLAND NWSFO OR US	2000	04	25	20000425	150	15	59
PORTLAND NWSFO OR US	2000	04	24	20000424	156	15.6	60.08
PORTLAND NWSFO OR US	2000	04	23	20000423	122	12.2	53.96
PORTLAND NWSFO OR US	2000	04	22	20000422	144	14.4	57.92
PORTLAND NWSFO OR US	2000	04	21	20000421	211	21.1	69.98
PORTLAND NWSFO OR US	2000	04	20	20000420	211	21.1	69.98
PORTLAND NWSFO OR US	2000	04	19	20000419	178	17.8	64.04
PORTLAND NWSFO OR US	2000	04	18	20000418	194	19.4	66.92
PORTLAND NWSFO OR US	2000	04	17	20000417	217	21.7	71.06
PORTLAND NWSFO OR US	2000	04	16	20000416	161	16.1	60.98
PORTLAND NWSFO OR US	2000	04	15	20000415	161	16.1	60.98
PORTLAND NWSFO OR US	2000	04	14	20000414	156	15.6	60.08
PORTLAND NWSFO OR US	2000	04	13	20000413	172	17.2	62.96
PORTLAND NWSFO OR US	2000	04	12	20000412	239	23.9	75.02
PORTLAND NWSFO OR US	2000	04	11	20000411	250	25	77
PORTLAND NWSFO OR US	2000	04	10	20000410	206	20.6	69.08
PORTLAND NWSFO OR US	2000	04	09	20000409	150	15	59
PORTLAND NWSFO OR US	2000	04	08	20000408	228	22.8	73.04
PORTLAND NWSFO OR US	2000	04	07	20000407	206	20.6	69.08
PORTLAND NWSFO OR US	2000	04	06	20000406	117	11.7	53.06
PORTLAND NWSFO OR US	2000	04	05	20000405	122	12.2	53.96
PORTLAND NWSFO OR US	2000	04	04	20000404	150	15	59
PORTLAND NWSFO OR US	2000	04	03	20000403	250	25	77
PORTLAND NWSFO OR US	2000	04	02	20000402	222	22.2	71.96
PORTLAND NWSFO OR US	2000	04	01	20000401	228	22.8	73.04
PORTLAND NWSFO OR US	2000	03	31	20000331	217	21.7	71.06
PORTLAND NWSFO OR US	2000	03	30	20000330	189	18.9	66.02
PORTLAND NWSFO OR US	2000	03	29	20000329	128	12.8	55.04
PORTLAND NWSFO OR US	2000	03	28	20000328	106	10.6	51.08
PORTLAND NWSFO OR US	2000	03	27	20000327	106	10.6	51.08
PORTLAND NWSFO OR US	2000	03	26	20000326	178	17.8	64.04
PORTLAND NWSFO OR US	2000	03	25	20000325	128	12.8	55.04
PORTLAND NWSFO OR US	2000	03	24	20000324	161	16.1	60.98
PORTLAND NWSFO OR US	2000	03	23	20000323	122	12.2	53.96
PORTLAND NWSFO OR US	2000	03	22	20000322	111	11.1	51.98
PORTLAND NWSFO OR US	2000	03	21	20000321	167	16.7	62.06
PORTLAND NWSFO OR US	2000	03	20	20000320	122	12.2	53.96
PORTLAND NWSFO OR US	2000	03	19	20000319	94	9.4	48.92
PORTLAND NWSFO OR US	2000	03	18	20000318	106	10.6	51.08
PORTLAND NWSFO OR US	2000	03	17	20000317	100	10	50
PORTLAND NWSFO OR US	2000	03	16	20000316	122	12.2	53.96
PORTLAND NWSFO OR US	2000	03	15	20000315	139	13.9	57.02
PORTLAND NWSFO OR US	2000	03	14	20000314	117	11.7	53.06
PORTLAND NWSFO OR US	2000	03	13	20000313	150	15	59
PORTLAND NWSFO OR US	2000	03	12	20000312	133	13.3	55.94
PORTLAND NWSFO OR US	2000	03	11	20000311	111	11.1	51.98
PORTLAND NWSFO OR US	2000	03	10	20000310	128	12.8	55.04
PORTLAND NWSFO OR US	2000	03	09	20000309	144	14.4	57.92
PORTLAND NWSFO OR US	2000	03	08	20000308	111	11.1	51.98
PORTLAND NWSFO OR US	2000	03	07	20000307	111	11.1	51.98
PORTLAND NWSFO OR US	2000	03	06	20000306	111	11.1	51.98
PORTLAND NWSFO OR US	2000	03	05	20000305	78	7.8	46.04
PORTLAND NWSFO OR US	2000	03	04	20000304	72	7.2	44.96
PORTLAND NWSFO OR US	2000	03	03	20000303	89	8.9	48.02
PORTLAND NWSFO OR US	2000	03	02	20000302	106	10.6	51.08
PORTLAND NWSFO OR US	2000	03	01	20000301	106	10.6	51.08
PORTLAND NWSFO OR US	2000	02	29	20000229	122	12.2	53.96
PORTLAND NWSFO OR US	2000	02	28	20000228	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	27	20000227	128	12.8	55.04
PORTLAND NWSFO OR US	2000	02	26	20000226	61	6.1	42.98
PORTLAND NWSFO OR US	2000	02	25	20000225	56	5.6	42.08
PORTLAND NWSFO OR US	2000	02	24	20000224	117	11.7	53.06
PORTLAND NWSFO OR US	2000	02	23	20000223	111	11.1	51.98
PORTLAND NWSFO OR US	2000	02	22	20000222	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	21	20000221	78	7.8	46.04
PORTLAND NWSFO OR US	2000	02	20	20000220	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	19	20000219	111	11.1	51.98
PORTLAND NWSFO OR US	2000	02	18	20000218	111	11.1	51.98
PORTLAND NWSFO OR US	2000	02	17	20000217	128	12.8	55.04
PORTLAND NWSFO OR US	2000	02	16	20000216	133	13.3	55.94
PORTLAND NWSFO OR US	2000	02	15	20000215	117	11.7	53.06
PORTLAND NWSFO OR US	2000	02	14	20000214	83	8.3	46.94
PORTLAND NWSFO OR US	2000	02	13	20000213	67	6.7	44.06
PORTLAND NWSFO OR US	2000	02	12	20000212	67	6.7	44.06
PORTLAND NWSFO OR US	2000	02	11	20000211	78	7.8	46.04
PORTLAND NWSFO OR US	2000	02	10	20000210	89	8.9	48.02
PORTLAND NWSFO OR US	2000	02	09	20000209	117	11.7	53.06
PORTLAND NWSFO OR US	2000	02	08	20000208	111	11.1	51.98
PORTLAND NWSFO OR US	2000	02	07	20000207	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	06	20000206	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	05	20000205	89	8.9	48.02
PORTLAND NWSFO OR US	2000	02	04	20000204	117	11.7	53.06
PORTLAND NWSFO OR US	2000	02	03	20000203	133	13.3	55.94
PORTLAND NWSFO OR US	2000	02	02	20000202	94	9.4	48.92
PORTLAND NWSFO OR US	2000	02	01	20000201	122	12.2	53.96
PORTLAND NWSFO OR US	2000	01	31	20000131	61	6.1	42.98
PORTLAND NWSFO OR US	2000	01	30	20000130	33	3.3	37.94
PORTLAND NWSFO OR US	2000	01	29	20000129	61	6.1	42.98
PORTLAND NWSFO OR US	2000	01	28	20000128	83	8.3	46.94
PORTLAND NWSFO OR US	2000	01	27	20000127	61	6.1	42.98
PORTLAND NWSFO OR US	2000	01	26	20000126	83	8.3	46.94
PORTLAND NWSFO OR US	2000	01	25	20000125	67	6.7	44.06
PORTLAND NWSFO OR US	2000	01	24	20000124	44	4.4	39.92
PORTLAND NWSFO OR US	2000	01	23	20000123	67	6.7	44.06
PORTLAND NWSFO OR US	2000	01	22	20000122	78	7.8	46.04
PORTLAND NWSFO OR US	2000	01	21	20000121	89	8.9	48.02
PORTLAND NWSFO OR US	2000	01	20	20000120	56	5.6	42.08
PORTLAND NWSFO OR US	2000	01	19	20000119	67	6.7	44.06
PORTLAND NWSFO OR US	2000	01	18	20000118	61	6.1	42.98
PORTLAND NWSFO OR US	2000	01	17	20000117	100	10	50
PORTLAND NWSFO OR US	2000	01	16	20000116	111	11.1	51.98
PORTLAND NWSFO OR US	2000	01	15	20000115	94	9.4	48.92
PORTLAND NWSFO OR US	2000	01	14	20000114	94	9.4	48.92
PORTLAND NWSFO OR US	2000	01	13	20000113	44	4.4	39.92
PORTLAND NWSFO OR US	2000	01	12	20000112	39	3.9	39.02
PORTLAND NWSFO OR US	2000	01	11	20000111	39	3.9	39.02
PORTLAND NWSFO OR US	2000	01	10	20000110	50	5	41
PORTLAND NWSFO OR US	2000	01	09	20000109	83	8.3	46.94
PORTLAND NWSFO OR US	2000	01	08	20000108	100	10	50
PORTLAND NWSFO OR US	2000	01	07	20000107	100	10	50
PORTLAND NWSFO OR US	2000	01	06	20000106	44	4.4	39.92
PORTLAND NWSFO OR US	2000	01	05	20000105	83	8.3	46.94
PORTLAND NWSFO OR US	2000	01	04	20000104	106	10.6	51.08
PORTLAND NWSFO OR US	2000	01	03	20000103	50	5	41
PORTLAND NWSFO OR US	2000	01	02	20000102	67	6.7	44.06
PORTLAND NWSFO OR US	2000	01	01	20000101	72	7.2	44.96
PORTLAND NWSFO OR US	1999	12	31	19991231	61	6.1	42.98
PORTLAND NWSFO OR US	1999	12	30	19991230	61	6.1	42.98
PORTLAND NWSFO OR US	1999	12	29	19991229	67	6.7	44.06
PORTLAND NWSFO OR US	1999	12	28	19991228	67	6.7	44.06
PORTLAND NWSFO OR US	1999	12	27	19991227	83	8.3	46.94
PORTLAND NWSFO OR US	1999	12	26	19991226	83	8.3	46.94
PORTLAND NWSFO OR US	1999	12	25	19991225	83	8.3	46.94
PORTLAND NWSFO OR US	1999	12	24	19991224	89	8.9	48.02
PORTLAND NWSFO OR US	1999	12	23	19991223	78	7.8	46.04
PORTLAND NWSFO OR US	1999	12	22	19991222	106	10.6	51.08
PORTLAND NWSFO OR US	1999	12	21	19991221	117	11.7	53.06
PORTLAND NWSFO OR US	1999	12	20	19991220	89	8.9	48.02
PORTLAND NWSFO OR US	1999	12	19	19991219	100	10	50
PORTLAND NWSFO OR US	1999	12	18	19991218	122	12.2	53.96
PORTLAND NWSFO OR US	1999	12	17	19991217	144	14.4	57.92
PORTLAND NWSFO OR US	1999	12	16	19991216	122	12.2	53.96
PORTLAND NWSFO OR US	1999	12	15	19991215	122	12.2	53.96
PORTLAND NWSFO OR US	1999	12	14	19991214	89	8.9	48.02
PORTLAND NWSFO OR US	1999	12	13	19991213	61	6.1	42.98
PORTLAND NWSFO OR US	1999	12	12	19991212	111	11.1	51.98
PORTLAND NWSFO OR US	1999	12	11	19991211	117	11.7	53.06
PORTLAND NWSFO OR US	1999	12	09	19991209	83	8.3	46.94
PORTLAND NWSFO OR US	1999	12	08	19991208	67	6.7	44.06
PORTLAND NWSFO OR US	1999	12	07	19991207	83	8.3	46.94
PORTLAND NWSFO OR US	1999	12	06	19991206	106	10.6	51.08
PORTLAND NWSFO OR US	1999	12	05	19991205	100	10	50
PORTLAND NWSFO OR US	1999	12	04	19991204	100	10	50
PORTLAND NWSFO OR US	1999	12	03	19991203	89	8.9	48.02
PORTLAND NWSFO OR US	1999	12	02	19991202	111	11.1	51.98
PORTLAND NWSFO OR US	1999	12	01	19991201	106	10.6	51.08
PORTLAND NWSFO OR US	1999	11	30	19991130	128	12.8	55.04
PORTLAND NWSFO OR US	1999	11	29	19991129	150	15	59
PORTLAND NWSFO OR US	1999	11	28	19991128	122	12.2	53.96
PORTLAND NWSFO OR US	1999	11	27	19991127	106	10.6	51.08
PORTLAND NWSFO OR US	1999	11	26	19991126	133	13.3	55.94
PORTLAND NWSFO OR US	1999	11	25	19991125	139	13.9	57.02
PORTLAND NWSFO OR US	1999	11	24	19991124	117	11.7	53.06
PORTLAND NWSFO OR US	1999	11	23	19991123	89	8.9	48.02
PORTLAND NWSFO OR US	1999	11	22	19991122	89	8.9	48.02
PORTLAND NWSFO OR US	1999	11	21	19991121	89	8.9	48.02
PORTLAND NWSFO OR US	1999	11	20	19991120	128	12.8	55.04
PORTLAND NWSFO OR US	1999	11	19	19991119	122	12.2	53.96
PORTLAND NWSFO OR US	1999	11	18	19991118	106	10.6	51.08
PORTLAND NWSFO OR US	1999	11	17	19991117	128	12.8	55.04
PORTLAND NWSFO OR US	1999	11	16	19991116	144	14.4	57.92
PORTLAND NWSFO OR US	1999	11	15	19991115	172	17.2	62.96
PORTLAND NWSFO OR US	1999	11	14	19991114	167	16.7	62.06
PORTLAND NWSFO OR US	1999	11	13	19991113	217	21.7	71.06
PORTLAND NWSFO OR US	1999	11	12	19991112	178	17.8	64.04
PORTLAND NWSFO OR US	1999	11	11	19991111	172	17.2	62.96
PORTLAND NWSFO OR US	1999	11	10	19991110	144	14.4	57.92
PORTLAND NWSFO OR US	1999	11	09	19991109	122	12.2	53.96
PORTLAND NWSFO OR US	1999	11	08	19991108	133	13.3	55.94
PORTLAND NWSFO OR US	1999	11	07	19991107	117	11.7	53.06
PORTLAND NWSFO OR US	1999	11	06	19991106	128	12.8	55.04
PORTLAND NWSFO OR US	1999	11	05	19991105	117	11.7	53.06
PORTLAND NWSFO OR US	1999	11	04	19991104	122	12.2	53.96
PORTLAND NWSFO OR US	1999	11	03	19991103	133	13.3	55.94
PORTLAND NWSFO OR US	1999	11	02	19991102	144	14.4	57.92
