RAILROAD,INCDTNO,HAZMAT,RRCLASS,SHORT_CAUSE,TYPE,ACCDMG
BNSF,MT0114105,,1,T,1,24453.0
BNSF,TX0314104,,1,H,13,30976.0
CSX,000138816,,1,H,4,20023.0
NS,109216,,1,T,1,125780.0
UP,0814HO042,,1,T,1,23500.0
UP,0214LK029,,1,M,1,11330.0
UP,1214LV018,,1,T,1,256992.0
BNSF,NE0414102,,1,M,12,12510.0
UP,0314PR007,,1,T,1,37386.0
BNSF,CH0214117,,1,H,1,14807.0
BNSF,CH0214122,,1,H,5,30976.0
BNSF,CH0214122,,1,H,5,30976.0
BNSF,CH0214107,,1,T,1,176341.0
BNSF,CH0214109,,1,M,1,43621.0
NS,110393,,1,H,1,25000.0
UP,0114PR005,,1,M,12,14696.0
UP,0114PR005,,1,M,12,14696.0
NS,110313,,1,T,1,220965.0
CSX,000133184,,1,M,12,139709.0
CSX,000133184,,1,M,12,139709.0
BNSF,CA0314109,,1,H,1,21500.0
BNSF,CA0314111,,1,H,1,13500.0
UP,0414LA030,,1,S,1,30490.0
UP,0814PR017,,1,T,1,13305.0
UP,0814PR021,,1,H,13,12815.0
CSX,000132165,Yes,1,H,1,49133.0
UP,1014CB016,,1,T,1,132059.0
UP,0314LA001,,1,T,1,209742.0
UP,0814PR005,,1,M,1,22364.0
BNSF,CH0314118,,1,E,1,65000.0
BNSF,MT0614100,,1,T,1,19251.0
CSX,000135111,Yes,1,M,1,17752.0
BNSF,MT0414101,,1,T,1,13500.0
BNSF,MT0414102,,1,H,12,381000.0
BNSF,MT0414109,,1,T,1,595882.0
BNSF,CH0314105,,1,T,1,46566.0
CSX,000132574,Yes,1,M,1,200409.0
NS,111496,,1,S,1,15500.0
CSX,000127412,,1,M,1,14840.0
CSX,000125369,,1,H,4,17971.0
BNSF,SF0114107,,1,T,1,47892.0
BNSF,CA0714105,,1,T,1,46877.0
BNSF,CA0814114,,1,T,1,22848.0
BNSF,CA0714107,,1,H,12,31921.0
KCS,14010901,,1,H,1,27126.0
CSX,000138669,Yes,1,T,1,19510.0
CSX,000139277,,1,H,12,17223.0
UP,0514PR025,,1,M,1,50349.0
CP,1000102111,,1,T,1,15754.0
NS,111081,,1,H,1,357200.0
BNSF,CH0514103,,1,T,1,166500.0
UP,0414SL006,,1,E,1,71991.0
CSX,000134633,,1,T,1,90480.0
BNSF,PR0714101,,1,T,1,1204162.0
UP,0414SL011,,1,M,1,433667.0
UP,1014NP031,,1,E,11,139758.0
UP,1014FW029,,1,H,1,32020.0
BNSF,MT0614102,,1,M,4,20319.0
BNSF,MT0614102,,1,M,4,20319.0
CSX,000135111,Yes,1,M,1,17752.0
BNSF,MT0514105,,1,E,1,15507.0
BNSF,NW1214104,Yes,1,H,5,11497.0
BNSF,NW1214104,,1,H,5,11497.0
NS,113271,,1,T,1,13000.0
NS,113353,,1,H,1,31041.0
UP,0914PR011,,1,H,13,12338.0
UP,0914SL007,,1,H,1,25092.0
BNSF,CA0214101,,1,E,13,21811.0
BNSF,CA0714107,,1,H,12,31921.0
UP,0614RS034,,1,M,9,204000.0
BNSF,CA0814113,,1,T,1,82000.0
BNSF,CA0614113,,1,H,12,50692.0
BNSF,PR0114202,,1,M,7,291820.0
CP,1000100161,,1,T,1,132971.0
UP,1014KC008,Yes,1,H,1,580247.0
BNSF,SF1014104,,1,M,1,133500.0
UP,0614ES006,,1,E,1,600000.0
NS,110341,,1,H,1,41000.0
NS,110348,,1,H,1,33000.0
UP,0614KC012,Yes,1,T,1,409319.0
BNSF,PR1014112,,1,M,3,60500.0
NS,109794,,1,T,1,54200.0
CSX,000136276,,1,H,4,13692.0
CSX,000129389,Yes,1,M,7,17196.0
CSX,000129520,,1,H,12,28113.0
CSX,000129520,,1,H,12,28113.0
BNSF,CH1114108,,1,M,5,20500.0
BNSF,CH1114117,,1,M,12,15498.0
BNSF,CH1114108,,1,M,5,20500.0
CSX,000134239,,1,H,1,15202.0
CSX,000135720,,1,H,1,41614.0
CSX,000136276,,1,H,4,13692.0
CSX,000129794,,1,H,4,68372.0
CSX,000129794,,1,H,4,68372.0
KCS,14052301,,1,H,12,28402.0
BNSF,NW1214105,,1,H,13,40945.0
BNSF,NW0614200,,1,M,7,11632.0
UP,1014CB004,,1,T,1,64392.0
UP,0814NP001,,1,E,1,88931.0
BNSF,MT1014110,,1,H,1,12000.0
NS,111081,,1,H,1,357200.0
BNSF,CH0714106,,1,M,1,11550.0
CP,1000110142,,1,T,1,22040.0
NS,111025,,1,T,1,53500.0
BNSF,MT0214109,,1,M,13,40250.0
BNSF,MT0814100,Yes,1,H,1,54781.0
BNSF,MT1214103,,1,E,1,74372.0
NS,108470,,1,M,1,16300.0
CSX,000134919,,1,H,4,20102.0
CSX,000134919,,1,H,4,20102.0
BNSF,CH0914100,,1,M,13,32100.0
CSX,000133572,Yes,1,T,1,169436.0
CSX,000135953,,1,M,1,16518.0
CSX,000132052,Yes,1,E,1,19478.0
NS,111883,,1,H,1,12200.0
NS,109892,,1,T,1,13350.0
CSX,000137304,,1,S,1,85639.0
CSX,000137349,,1,E,1,12689.0
UP,0214PR021,,1,E,1,17041.0
NS,109538,,1,T,1,16313.0
NS,109724,,1,H,1,38219.0
UP,0614SL005,,1,E,11,115308.0
UP,1214PR013,,1,T,1,34055.0
NS,110556,,1,M,12,20000.0
NS,110496,,1,M,7,21000.0
CSX,000136359,,1,H,4,21800.0
CSX,000137034,,1,M,12,81966.0
UP,1214PR001,,1,H,12,11709.0
UP,1214PR021,,1,H,12,11785.0
CSX,000136359,,1,H,4,21800.0
CSX,000137549,,1,M,1,10700.0
CP,1000151494,,1,H,1,102367.0
CSX,000139374,Yes,1,T,1,12677.0
BNSF,CH1214110,,1,T,1,30000.0
BNSF,CH1214115,,1,H,1,40696.0
BNSF,TC0314112,,1,M,1,15000.0
NS,108542,,1,T,1,42850.0
BNSF,TC0214103,,1,T,1,91181.0
NS,111384,,1,E,1,32154.0
NS,111455,,1,T,1,38400.0
NS,111945,,1,T,1,22600.0
NS,112175,,1,T,1,1167143.0
CSX,000128856,,1,E,1,737153.0
CSX,000130437,,1,T,1,39674.0
NS,110402,,1,S,1,95650.0
NS,110402,,1,S,1,95650.0
CSX,000136853,,1,M,7,193000.0
BNSF,TC1114110,Yes,1,T,1,1719594.0
NS,110456,,1,E,1,38200.0
CSX,000137011,,1,E,1,136600.0
BNSF,TC1114110,Yes,1,T,1,1719594.0
NS,115135,,1,E,5,70784.0
CSX,000134882,,1,M,12,30636.0
CSX,000134734,Yes,1,T,1,88987.0
BNSF,SF0414115,,1,M,1,229265.0
BNSF,KS0414100,,1,H,5,92481.0
UP,0114KC017,,1,H,1,11286.0
BNSF,KS0414100,,1,H,5,92481.0
BNSF,KS0214101,,1,T,1,15342.0
BNSF,KS1214107,Yes,1,T,1,65400.0
BNSF,TC0514109,Yes,1,T,1,40918.0
BNSF,TC0514110,,1,T,1,253740.0
UP,0114KC012,,1,H,3,24361.0
BNSF,TC0514119,,1,T,1,25200.0
BNSF,TC0714115,,1,T,1,343834.0
BNSF,TC0714105,,1,T,1,118407.0
NS,108811,,1,H,1,11502.0
BNSF,KS0514103,Yes,1,H,1,27431.0
BNSF,MT1014111,,1,H,13,25000.0
BNSF,KS0414112,,1,E,13,20555.0
BNSF,MT0514111,,1,M,1,22000.0
UP,0314WH009,,1,T,1,116016.0
BNSF,KS0214200,,1,M,7,11464.0
BNSF,TC1014124,,1,H,3,10500.0
BNSF,TC1014124,,1,H,3,10500.0
BNSF,KS1114107,,1,E,1,598230.0
BNSF,KS1114109,,1,H,1,16350.0
UP,1114KC002,,1,T,1,864862.0
BNSF,KS1114114,,1,T,1,18972.0
BNSF,TC1114118,,1,M,1,13605.0
UP,1114KC005,Yes,1,H,1,13215.0
BNSF,KS0514200,,1,M,7,33686.0
UP,0814WH009,,1,T,1,2496601.0
BNSF,SF0314103,,1,S,1,18500.0
NS,108595,,1,T,1,55993.0
UP,0114PD001,,1,T,1,17683.0
UP,0114PD007,,1,T,1,18860.0
BNSF,TC0114134,,1,M,1,12000.0
UP,0714DV007,,1,H,1,33088.0
BNSF,KS0514106,,1,T,1,598905.0
UP,0114DV008,,1,M,9,147503.0
UP,0514KC004,Yes,1,M,1,2177475.0
CSX,000124957,,1,H,12,16218.0
UP,0114DV022,,1,H,1,18797.0
UP,0614KC004,,1,M,1,2692616.0
UP,0614KC003,,1,E,1,2514220.0
NS,111162,,1,H,3,1006902.0
NS,111162,,1,H,3,1006902.0
BNSF,TC0814120,,1,H,1,24975.0
BNSF,MT0914104,,1,H,1,77621.0
UP,0614NP023,,1,M,9,98208.0
UP,0214WH012,,1,T,1,17481.0
UP,0714NP024,Yes,1,T,1,516778.0
UP,0714KC013,,1,T,1,15635.0
BNSF,MT1214105,,1,H,13,60000.0
BNSF,MT1214109,Yes,1,E,1,243672.0
UP,0214WH012,,1,T,1,17481.0
UP,0214WH012,,1,T,1,17481.0
UP,0314NP018,,1,M,1,189488.0
BNSF,SW0414109,,1,H,4,121190.0
BNSF,TX1214101,Yes,1,H,1,239254.0
BNSF,SW0414109,,1,H,4,121190.0
NS,109633,,1,T,1,29458.0
UP,0914KC012,Yes,1,S,4,3124790.0
UP,0914KC012,,1,S,4,3124790.0
KCS,14080802,,1,E,1,17000.0
BNSF,KS1014104,,1,H,1,170648.0
UP,1014KC009,,1,E,11,31359.0
UP,1014KC020,,1,H,1,38815.0
NS,105509,,1,H,13,32000.0
CSX,000128631,,1,M,7,34419.0
NS,111300,,1,S,12,28100.0
CSX,000132749,,1,H,12,13146.0
CSX,000132749,,1,H,12,13146.0
UP,1114WH010,,1,M,7,74117.0
NS,111616,,1,M,12,17000.0
NS,109585,,1,H,1,44828.0
NS,109497,,1,T,1,14100.0
NS,109618,,1,H,1,80025.0
CSX,000138778,,1,H,1,15038.0
CSX,000124991,Yes,1,H,1,173855.0
BNSF,KS1214101,,1,H,1,12009.0
BNSF,KS0714114,Yes,1,M,5,12537.0
BNSF,KS0714114,,1,M,5,12537.0
BNSF,KS0914109,,1,M,1,11372.0
CSX,000126351,,1,M,1,21324.0
UP,0214NP023,Yes,1,M,12,24838.0
UP,0214NP023,Yes,1,M,12,24838.0
BNSF,NE0214104,,1,T,1,106616.0
UP,0214NP014,,1,M,13,10842.0
UP,0214NP022,,1,S,12,25691.0
BNSF,NE0314100,,1,E,1,49295.0
UP,0214NP022,,1,S,12,25691.0
UP,0314NP018,,1,M,1,189488.0
CSX,000127294,,1,E,1,101689.0
CSX,000127324,,1,T,1,103183.0
CSX,000127355,,1,M,1,54517.0
UP,0314CB015,,1,T,1,209489.0
CSX,000127019,,1,H,4,28928.0
CSX,000127019,,1,H,4,28928.0
NS,109204,,1,H,1,25000.0
NS,109309,,1,M,7,33292.0
NS,109030,,1,E,1,18417.0
CSX,000129291,,1,H,9,25385.0
CSX,000129291,,1,H,9,25385.0
NS,111373,,1,M,7,100000.0
BNSF,SW0114105,,1,H,1,31128.0
CSX,000125175,Yes,1,M,1,20952.0
CSX,000128146,,1,M,9,13124.0
UP,0414NP002,,1,M,13,102749.0
UP,0414NP005,,1,E,1,209542.0
NS,111609,,1,M,12,78742.0
UP,0414NP039,,1,M,1,40366.0
UP,0314SL015,,1,T,1,657794.0
NS,110204,,1,T,1,20950.0
CSX,000138883,,1,T,1,237404.0
CSX,000125307,Yes,1,H,1,12754.0
NS,113620,,1,T,1,20100.0
UP,1014PD002,,1,M,1,42676.0
CSX,000137662,,1,M,7,26800.0
BNSF,NE0614102,,1,M,1,38065.0
BNSF,PR0614109,,1,H,1,63692.0
BNSF,PR0614109,,1,H,1,63692.0
CSX,000135631,,1,H,1,17032.0
UP,0714NP016,,1,M,13,30702.0
UP,0714NP019,,1,M,1,69942.0
UP,0714NP009,,1,T,1,113161.0
BNSF,NE0614202,,1,M,7,12700.0
BNSF,PR0614116,,1,M,1,300266.0
BNSF,NE0714114,Yes,1,H,5,30000.0
BNSF,NE0714201,,1,M,7,40500.0
BNSF,NE0714109,,1,H,12,52000.0
CSX,000134519,,1,T,1,59470.0
CSX,000134329,,1,H,1,35096.0
UP,0414PD007,Yes,1,T,1,90704.0
BNSF,SW0814108,,1,H,1,17952.0
CSX,000131012,,1,M,1,33752.0
BNSF,TX0114106,,1,H,1,25020.0
UP,0414NP021,,1,E,11,27587.0
KCS,14011702,,1,H,1,16439.0
UP,0814ST014,,1,E,13,258201.0
UP,0614ST015,,1,M,11,82290.0
UP,0414LV019,,1,M,7,13175.0
UP,0214LV011,Yes,1,T,1,6769.0
UP,1114ST010,,1,M,11,14588.0
BNSF,SW0914105,,1,H,1,105277.0
BNSF,NE1114100,,1,T,1,328750.0
UP,1114NP022,,1,M,7,18542.0
UP,1114NP031,,1,H,1,64184.0
UP,1114NP031,,1,H,1,64184.0
UP,1114NP007,,1,H,4,13135.0
UP,1114NP007,,1,H,4,13135.0
BNSF,PR1114116,,1,E,1,316901.0
BNSF,GC0114119,,1,M,9,12111.0
UP,0114LV019,Yes,1,T,1,496413.0
UP,0114LV016,,1,T,1,13739.0
BNSF,PR1214111,,1,H,1,29503.0
CSX,000124957,,1,H,12,16218.0
BNSF,NE0914100,,1,H,12,13000.0
UP,1014NP014,,1,H,1,15200.0
UP,1014NP002,,1,T,1,82182.0
UP,0514LV013,,1,S,1,11485.0
UP,0514LV013,,1,S,1,11485.0
NS,110990,,1,T,1,14000.0
UP,0514LV027,,1,M,1,106640.0
UP,0414LV012,,1,T,1,152032.0
KCS,14122801,,1,T,1,639691.0
BNSF,NE1014111,,1,T,1,1856211.0
CSX,000124788,,1,S,1,13094.0
CSX,000130369,,1,T,1,327499.0
UP,0914LV012,,1,M,7,204225.0
NS,109987,,1,H,1,41250.0
KCS,14042201,,1,H,1,21550.0
CSX,000126575,,1,T,5,99024.0
CSX,000126575,Yes,1,T,5,99024.0
NS,108838,Yes,1,T,1,45199.0
BNSF,SW0714102,,1,H,1,158094.0
UP,0514NP018,,1,E,11,194880.0
BNSF,NE0514108,,1,H,1,14500.0
UP,1114LV008,,1,E,1,12555.0
UP,0614LV002,Yes,1,H,1,19232.0
UP,0414CB012,,1,H,1,142626.0
BNSF,PR0414104,,1,E,13,43000.0
UP,0714RS012,,1,H,1,35936.0
BNSF,SW0714102,,1,H,1,158094.0
UP,0714RS012,,1,H,1,35936.0
UP,0614RS005,,1,E,1,16846.0
BNSF,SW0714108,,1,H,4,31468.0
BNSF,SW0714108,,1,H,4,31468.0
UP,0314LK029,,1,T,1,17737.0
NS,109989,,1,H,1,17550.0
NS,109452,,1,E,1,1114815.0
NS,109714,,1,H,1,12689.0
CSX,000130638,Yes,1,H,1,103799.0
NS,109833,,1,T,1,19200.0
CSX,000129557,,1,H,1,262942.0
CSX,000129557,,1,H,1,262942.0
BNSF,CA0614113,,1,H,12,50692.0
BNSF,CA0514204,,1,M,7,27566.0
UP,0614LK027,,1,T,1,95216.0
NS,109359,,1,H,1,10600.0
BNSF,NE1214100,,1,T,1,358926.0
CP,1000086806,Yes,1,H,12,18109.0
BNSF,NE1214200,,1,M,7,15000.0
UP,1214CB004,Yes,1,E,1,234492.0
UP,1214CB015,,1,E,1,1836733.0
UP,0414NP041,,1,E,11,11105.0
BNSF,GC0914112,,1,T,1,28919.0
UP,0714NP003,,1,E,11,82251.0
UP,1114NP009,,1,E,11,59177.0
UP,0414LK002,,1,H,1,14372.0
BNSF,SW0314101,Yes,1,H,1,123979.0
UP,0114ST012,Yes,1,E,1,890131.0
BNSF,NW1214107,,1,H,1,18124.0
BNSF,NW1214111,,1,H,1,14117.0
UP,0814NP007,,1,H,1,34177.0
UP,0814NP008,,1,H,1,11285.0
BNSF,NE0814103,Yes,1,H,1,329800.0
BNSF,NE1014115,,1,H,1,37000.0
KCS,14111102,,1,H,12,16183.0
KCS,14112002,Yes,1,M,1,17633.0
BNSF,TX0114111,,1,H,1,30614.0
BNSF,SF0514207,,1,M,7,20000.0
CSX,000129499,,1,S,12,25296.0
CSX,000129499,,1,S,12,25296.0
BNSF,SF0114118,,1,H,1,23805.0
UP,1214CB005,,1,H,3,58623.0
UP,1214CB005,,1,H,3,58623.0
BNSF,GC0714102,,1,T,1,120523.0
CSX,000131145,,1,H,1,194542.0
KCS,14031302,,1,M,7,17440.0
UP,0414LA007,,1,M,1,136565.0
CSX,000129487,,1,M,7,10603.0
UP,0514RS009,,1,E,1,1138483.0
UP,0514RS020,,1,M,7,48385.0
BNSF,CA0514102,Yes,1,S,12,13942.0
UP,1114CB001,,1,T,1,434552.0
CSX,000131994,,1,M,1,48738.0
CSX,000134882,,1,M,12,30636.0
BNSF,CA0514104,,1,H,1,954961.0
BNSF,CA0514107,,1,H,1,18973.0
UP,0914TC002,,1,T,1,261513.0
BNSF,CA0814115,,1,H,1,11130.0
CP,1000155175,,1,T,1,30359.0
UP,1114ST002,,1,H,3,237633.0
UP,1114ST002,,1,H,3,237633.0
UP,0514RS021,,1,T,1,56541.0
UP,1214KC003,,1,H,1,49836.0
UP,1214CB011,,1,H,4,24653.0
UP,1014RS009,,1,H,1,91638.0
UP,1014RS011,,1,H,12,135150.0
UP,1014RS011,,1,H,12,135150.0
UP,0914RS001,,1,M,7,27389.0
UP,0614RS010,,1,M,7,13401.0
UP,1014LA009,,1,M,7,15587.0
CSX,000138665,,1,M,9,17650.0
UP,0214PC006,,1,M,7,19558.0
UP,0814NP021,,1,T,1,208789.0
UP,0814NP023,,1,T,1,18900.0
UP,0314PC009,,1,E,1,1009015.0
UP,0714PC006,,1,T,1,107161.0
UP,0214NP023,Yes,1,M,12,24838.0
UP,0214NP023,Yes,1,M,12,24838.0
NS,110966,,1,E,13,26030.0
UP,0314LA002,,1,H,1,55931.0
UP,0214RS005,,1,M,11,13487.0
BNSF,CA0314201,,1,M,7,18500.0
BNSF,CA0714104,,1,H,1,11100.0
BNSF,TC0214121,,1,H,1,11427.0
BNSF,CA1114118,,1,S,1,22071.0
UP,1114RS016,,1,T,1,11715.0
BNSF,CA1114105,,1,H,1,21290.0
BNSF,NW0514104,,1,M,1,99258.0
CSX,000127200,,1,T,1,24152.0
UP,1214LA011,,1,E,1,12444.0
UP,1114RS024,,1,T,1,725817.0
UP,0814RS010,,1,E,11,410412.0
UP,0914LA023,,1,M,11,723627.0
UP,1214LA024,,1,M,9,12602.0
UP,0914RS017,,1,M,7,53031.0
UP,0914RS018,Yes,1,E,1,16983.0
BNSF,MT1214111,Yes,1,T,1,46327.0
BNSF,CH0114135,,1,M,1,100945.0
BNSF,SF0414103,,1,H,1,12593.0
BNSF,NW1114100,,1,M,9,49200.0
UP,1014LA026,,1,M,11,80063.0
UP,1214RS005,,1,M,7,17279.0
UP,1014PC007,,1,H,4,12711.0
UP,1214RS021,,1,H,1,42306.0
UP,1114RS028,Yes,1,M,12,11749.0
UP,1114RS028,Yes,1,M,12,11749.0
CSX,000134358,,1,T,1,86873.0
UP,1214LA017,,1,M,1,309471.0
UP,1214LA014,,1,H,1,14472.0
BNSF,CA1214103,Yes,1,H,1,33357.0
BNSF,CA1214109,Yes,1,H,1,23842.0
BNSF,MT0514110,,1,H,1,326443.0
UP,0514PC006,Yes,1,T,1,32811.0
BNSF,MT0514110,,1,H,1,326443.0
BNSF,MT0514102,,1,E,1,564781.0
CSX,000131994,,1,M,1,48738.0
UP,0514PD007,,1,M,1,99258.0
CSX,000131204,,1,H,4,13113.0
CSX,000127281,,1,T,1,37554.0
CSX,000131204,,1,H,4,13113.0
BNSF,CH0614101,Yes,1,M,1,22056.0
CSX,000138286,Yes,1,H,1,42494.0
BNSF,NW1214120,,1,E,11,11000.0
UP,0414SL008,,1,E,11,668490.0
UP,0514PR035,,1,M,13,12024.0
UP,0514SL020,,1,M,11,99921.0
BNSF,GC0714108,Yes,1,H,1,230368.0
UP,1014LA001,,1,M,1,25469.0
BNSF,CA0914111,,1,E,13,21000.0
BNSF,CA0914200,,1,M,7,19897.0
UP,1014PC007,,1,H,4,12711.0
BNSF,CH0514108,,1,M,12,39500.0
CSX,000137001,,1,M,7,15381.0
BNSF,GC0114116,,1,H,1,13809.0
BNSF,TX0214104,,1,H,1,15500.0
NS,110218,,1,H,12,15600.0
NS,110218,,1,H,12,15600.0
NS,109948,,1,H,1,23220.0
CSX,000138286,,1,H,1,42494.0
KCS,14031001,,1,M,1,25808.0
UP,0614PR011,,1,T,1,22028.0
UP,0714PR027,,1,H,13,47102.0
UP,0414PR016,,1,M,1,78694.0
UP,0514PR005,,1,M,1,70478.0
BNSF,CA1214102,,1,E,1,12444.0
UP,0914LA024,,1,M,7,17093.0
NS,113469,,1,M,1,25000.0
UP,0414SL015,,1,S,1,325898.0
NS,111398,,1,M,1,32680.0
CSX,000129269,,1,M,1,25211.0
NS,111841,,1,T,1,98150.0
UP,0214SL008,,1,S,1,83118.0
NS,109244,,1,T,1,41000.0
NS,109145,,1,T,1,15000.0
BNSF,CH0414106,Yes,1,M,1,2798609.0
BNSF,CH0414108,,1,M,4,108547.0
BNSF,CH0414108,,1,M,4,108547.0
BNSF,PR0314106,,1,H,1,246066.0
UP,0314SL011,,1,M,1,25808.0
UP,0114PR044,,1,E,1,15122.0
UP,0614PR005,,1,M,1,13369.0
UP,0514DV007,Yes,1,T,1,175455.0
BNSF,PR0314106,Yes,1,H,1,246066.0
CSX,000127018,,1,S,1,47685.0
BNSF,CH0314114,,1,M,1,16602.0
BNSF,CH0314114,,1,M,1,16602.0
UP,0314DV004,,1,T,1,55233.0
KCS,14012904,,1,E,12,260000.0
BNSF,PR0114110,,1,H,12,53672.0
BNSF,TX0214106,Yes,1,H,12,47418.0
BNSF,PR1114103,,1,E,1,443347.0
UP,0814DV005,,1,E,11,41834.0
UP,0714DV032,,1,T,1,30555.0
BNSF,CH0214115,,1,H,1,42063.0
BNSF,CH0214110,,1,H,13,32051.0
BNSF,PR1114104,,1,H,3,25250.0
BNSF,GC1014101,,1,H,1,29433.0
UP,0514DV011,,1,M,1,19471.0
CP,240158,,1,H,12,18638.0
UP,1214DV016,,1,T,1,36477.0
UP,1114DV020,,1,H,1,163667.0
BNSF,GC1014107,,1,T,1,40300.0
UP,1014DV010,,1,T,1,19997.0
UP,0514NP006,,1,E,1,45641.0
UP,0414DV020,,1,T,1,28417.0
UP,0714DV003,,1,T,1,61403.0
CSX,000127593,,1,T,1,53732.0
CP,240158,,1,H,12,18638.0
BNSF,PR0514101,,1,E,1,45641.0
BNSF,TX0214106,,1,H,12,47418.0
UP,0214FW015,,1,T,1,335465.0
UP,0214FW016,,1,T,1,30870.0
BNSF,SF1214117,,1,M,13,39100.0
CSX,000134949,,1,H,1,408570.0
CSX,000130140,,1,H,4,19878.0
UP,0514DV003,,1,H,1,16362.0
BNSF,TC0114201,,1,M,7,17000.0
BNSF,SF0214118,,1,M,1,59796.0
BNSF,CH0114121,,1,M,1,24195.0
BNSF,CH0214105,,1,E,1,249688.0
UP,0214PR036,,1,H,1,70000.0
UP,0214PR038,,1,H,1,52482.0
CSX,000129429,,1,M,13,241091.0
CSX,000129429,,1,M,13,241091.0
CSX,000129429,,1,M,13,241091.0
NS,113423,,1,E,1,19854.0
UP,1214KC001,,1,H,1,17258.0
KCS,14102103,,1,T,1,15920.0
BNSF,SF0514111,,1,E,1,233500.0
CP,1000101145,,1,H,1,111303.0
CSX,000129902,,1,H,1,90849.0
UP,1214KC016,,1,H,12,43073.0
UP,1214KC016,,1,H,12,43073.0
CSX,000127095,,1,E,12,16780.0
CSX,000127279,,1,H,4,34437.0
NS,109019,,1,E,1,51573.0
NS,109019,,1,E,1,51573.0
NS,109225,,1,H,1,30200.0
CSX,000128786,,1,H,12,41212.0
CSX,000128786,,1,H,12,41212.0
BNSF,SF1014101,,1,H,1,26982.0
NS,112577,,1,T,1,33918.0
CSX,000137045,,1,H,1,15078.0
CSX,000126145,,1,T,1,12224.0
CSX,000127725,,1,H,1,145000.0
UP,1214KC016,,1,H,12,43073.0
UP,1214KC010,,1,H,1,12000.0
UP,0214SL007,,1,H,1,14014.0
UP,0614PR010,,1,M,12,16844.0
UP,0614PR010,,1,M,12,16844.0
UP,0514UT009,,1,E,1,45904.0
CSX,000132535,,1,E,1,39750.0
CSX,000132120,,1,T,1,35940.0
UP,0714SL007,,1,E,11,24736.0
UP,0314PD007,,1,H,1,132663.0
CSX,000132595,,1,T,1,77830.0
UP,0814LK013,Yes,1,M,2,6210097.0
UP,0814LK029,Yes,1,M,13,13593.0
NS,112363,,1,H,1,16200.0
NS,112363,,1,H,1,16200.0
CSX,000133082,,1,M,12,15600.0
CSX,000133453,,1,M,13,2380800.0
CSX,000133453,,1,M,13,2380800.0
CSX,000133453,,1,M,13,2380800.0
CSX,000133453,,1,M,13,2380800.0
CSX,000133453,,1,M,13,2380800.0
CSX,000133535,,1,T,1,11547.0
KCS,14030401,,1,H,1,13763.0
NS,111782,,1,H,1,47633.0
BNSF,SW0314106,,1,H,4,55020.0
KCS,14070802,,1,T,1,382044.0
UP,1114ST006,,1,E,1,22698.0
UP,0614ST006,,1,M,11,132670.0
UP,0314SL025,,1,S,1,22934.0
CSX,000129887,,1,T,1,294126.0
CSX,000127595,,1,S,1,23943.0
CSX,000127095,,1,E,12,16780.0
UP,0414ST011,,1,H,9,15000.0
UP,0414ST011,,1,H,9,15000.0
NS,108844,,1,H,1,11576.0
UP,0914WH002,,1,S,1,11000.0
KCS,14031501,,1,E,1,15281.0
KCS,14021002,,1,E,12,55000.0
KCS,14113001,,1,M,1,10605.0
BNSF,SW0814112,,1,H,1,13441.0
BNSF,SW0814110,,1,H,1,120567.0
CSX,000128940,,1,M,7,57470.0
CSX,000128920,,1,M,7,200000.0
UP,0914ST007,,1,M,1,1404142.0
BNSF,SW0914102,,1,E,1,20000.0
UP,1114ST008,,1,H,1,12668.0
BNSF,SW1114100,,1,H,1,25115.0
UP,0514ST001,Yes,1,T,1,16862.0
UP,0514ST009,,1,H,4,74408.0
UP,0514ST005,,1,E,1,44180.0
UP,0514ST009,,1,H,4,74408.0
UP,0714CB004,,1,T,1,27938.0
NS,112485,,1,H,4,67500.0
BNSF,SW0714101,,1,T,1,26785.0
BNSF,SW0714109,,1,H,1,35847.0
UP,0414ST001,,1,M,11,17676.0
CSX,000126647,,1,M,7,26454.0
BNSF,SF0214105,,1,H,1,12785.0
KCS,14101102,,1,T,1,39926.0
UP,0214ST005,,1,E,1,434323.0
BNSF,SW0314106,,1,H,4,55020.0
CSX,000125370,Yes,1,T,1,1314867.0
CSX,000135944,,1,M,12,11912.0
BNSF,PR0414109,,1,T,1,28417.0
UP,0714LK024,,1,H,5,10847.0
CSX,000133811,,1,M,1,18164.0
CSX,000133582,,1,M,7,10600.0
CSX,000126881,,1,H,1,86008.0
NS,112786,,1,H,1,22075.0
CSX,000135370,,1,T,1,15010.0
CSX,000135370,,1,T,1,15010.0
UP,1114DV003,,1,E,1,443347.0
NS,113218,,1,H,1,20500.0
NS,112017,,1,H,5,112250.0
NS,112168,,1,H,1,13235.0
NS,112255,,1,H,1,1546966.0
NS,111968,,1,T,1,12692.0
CSX,000131199,,1,M,1,18803.0
NS,112030,,1,M,13,15000.0
BNSF,CH0714114,,1,H,5,27355.0
CSX,000126790,,1,T,1,55000.0
CSX,000131941,,1,H,1,36942.0
CN,807824,,1,E,13,14400.0
BNSF,TC0314102,,1,H,1,85221.0
UP,1114PD014,,1,T,1,47362.0
UP,0714PD018,,1,H,1,55707.0
NS,109375,,1,T,1,10900.0
UP,0614ST012,Yes,1,H,1,286640.0
CSX,000135902,,1,T,1,23184.0
CSX,000134199,,1,T,12,50838.0
CP,1000148704,,1,H,4,409305.0
BNSF,NW0714102,Yes,1,H,1,13600.0
UP,1114TC011,,1,H,4,409305.0
UP,0814KC014,,1,H,13,16500.0
